latin,english,french,spanish,chinese,cas,pl_list
sotevtamabum,sotevtamab,sotévtamab,sotevtamab,索泰妥单抗,2411526-47-9,pl125
sotuletinibum,sotuletinib,sotulétinib,sotuletinib,索妥替尼,953769-46-5,pl125
sovilnesibum,sovilnesib,sovilnésib,sovilnesib,索维尼塞,2410796-79-9,pl125
suciraslimabum,suciraslimab,suciraslimab,suciraslimab,舒西利单抗,2415439-63-1,pl125
sucunamostatum,sucunamostat,sucunamostat,sucunamostat,舒可莫司他,1802888-04-5,pl125
sunvozertinibum,sunvozertinib,sunvozertinib,sunvozertinib,舒沃替尼,2370013-12-8,pl125
tagitanlimabum,tagitanlimab,tagitanlimab,tagitanlimab,塔戈利单抗,2417649-97-7,pl125
tamgiblimabum,tamgiblimab,tamgiblimab,tamgiblimab,塔米利单抗,2411914-36-6,pl125
tapderimotidum,tapderimotide,tapdérimotide,tapderimotida,他德莫肽,1221082-45-6,pl125
tarcocimabum,tarcocimab,tarcocimab,tarcocimab,塔珂西单抗,2408661-40-3,pl125
tecaginlimabum,tecaginlimab,técaginlimab,tecaginlimab,替卡利单抗,2253891-70-0,pl125
temuterkibum,temuterkib,témuterkib,temuterkib,替莫特吉,1951483-29-6,pl125
teropavimabum,teropavimab,téropavimab,teropavimab,替洛帕韦单抗,2417213-72-8,pl125
timtraxanibum,timtraxanib,timtraxanib,timtraxanib,替曲尼布,2412172-33-7,pl125
timuferminum,timufermin,timufermine,timufermina,替莫夫明,2248800-66-8,pl125
tizaterkibum,tizaterkib,tizaterkib,tizaterkib,替泽特吉,2097416-76-5,pl125
trinbelimabum,trinbelimab,trinbélimab,trinbelimab,曲柏利单抗,2415078-44-1,pl125
trotabresibum,trotabresib,trotabrésib,trotabresib,曲他布塞,1706738-98-8,pl125
tunlametinibum,tunlametinib,tunlamétinib,tunlametinib,妥拉美替尼,1801756-06-8,pl125
tuvonralimabum,tuvonralimab,tuvonralimab,tuvonralimab,托沃瑞利单抗,2417649-44-4,pl125
tuxobertinibum,tuxobertinib,tuxobertinib,tuxobertinib,托索替尼,2414572-47-5,pl125
ubamatamabum,ubamatamab,ubamatamab,ubamatamab,乌巴妥单抗,2305629-50-7,pl125
ulenistamabum,ulenistamab,ulénistamab,ulenistamab,尤尼妥单抗,2415259-90-2,pl125
upanovimabum,upanovimab,upanovimab,upanovimab,尤帕韦单抗,2500633-46-3,pl125
utreloxastatum,utreloxastat,utréloxastat,utreloxastat,优曲奥司他,1213269-96-5,pl125
vebreltinibum,vebreltinib,vébreltinib,vebreltinib,伯瑞替尼,1440964-89-5,pl125
vepafestinibum,vepafestinib,vépafestinib,vepafestinib,韦帕替尼,2129515-96-2,pl125
vepsitamabum,vepsitamab,vepsitamab,vepsitamab,维斯妥单抗,2413453-53-7,pl125
vesleteplirsenum,vesleteplirsen,veslétéplirsen,vesleteplirsén,维来利生,2101570-09-4,pl125
vibozilimodum,vibozilimod,vibozilimod,vibozilimod,韦博莫德,1403232-33-6,pl125
vimdemerum,vimdemer,vimdémère,vimdémero,韦米德姆,25232-42-2,pl125
vornorexantum,vornorexant,vornorexant,vornorexant,福诺雷生,2265899-49-6,pl125
voxalatamabum,voxalatamab,voxalatamab,voxalatamab,沃昔莱妥单抗,2305659-09-8,pl125
xeligekimabum,xeligekimab,xéligékimab,xeligekimab,赛立奇单抗,2382921-73-3,pl125
xeruborbactamum,xeruborbactam,xéruborbactam,xeruborbactam,西硼巴坦,2170834-63-4,pl125
zalunfibanum,zalunfiban,zalunfiban,zalunfibán,泽仑非班,1448313-27-6,pl125
zamerovimabum,zamerovimab,zamérovimab,zamerovimab,泽美洛韦单抗,2419087-87-7,pl125
zapnometinibum,zapnometinib,zapnométinib,zapnometinib,泽诺美替尼,303175-44-2,pl125
zastaprazanum,zastaprazan,zastaprazan,zastaprazán,泽他普拉生,2133852-18-1,pl125
zavacorilantum,zavacorilant,zavacorilant,zavacorilant,泽瓦可兰,1781245-13-3,pl125
zectivimodum,zectivimod,zectivimod,zectivimod,泽可莫德,1623066-63-6,pl125
zedenoleucelum,zedenoleucel,zédénoleucel,zedenoleucel,泽德诺仑赛,,pl125
zegocractinum,zegocractin,zégocractine,zegocractina,泽格瑞廷,1713240-67-5,pl125
zenuzolacum,zenuzolac,zénuzolac,zenuzolac,泽努唑酸,6501-72-0,pl125
zetomipzomibum,zetomipzomib,zétomipzomib,zetomipzomib,泽托佐米,1629677-75-3,pl125
zifanocyclinum,zifanocycline,zifanocycline,zifanocycline,齐法环素,1420294-56-9,pl125
ziftomenibum,ziftomenib,ziftoménib,ziftomenib,齐托美尼布,2134675-36-6,pl125
zimlovisertibum,zimlovisertib,zimlovisertib,zimlovisertib,齐洛色替,1387453-03-3,pl125
zorevunersenum,zorevunersen,zorévunersen,zorevunersén,佐瑞那生,2415330-04-8,pl125
zunsemetinibum,zunsemetinib,zunsémétinib,zunsemetinib,组恩美替尼,1640282-42-3,pl125
elasomeranum,elasomeran,élasoméran,elasomerán,艾拉索米瑞,2430046-03-8,pl125
bralpamidum,bralpamide,bralpamide,bralpamida,,,pl125
ecteribulinum,ecteribulin,ectéribuline,ecteribulina,埃柯布林,2130869-18-8,pl125
etzadroxilum,etzadroxil,étzadroxil,etzadroxilo,,,pl125
guraxetanum,guraxetan,guraxétan,guraxetán,,,pl125
acrixolimabum,acrixolimab,acrixolimab,acrixolimab,阿柯瑞利单抗,2417550-70-8,pl126
amredobresibum,amredobresib,amrédobrésib,amredobresib,安瑞布塞,1610044-98-8,pl126
anivovetmabum,anivovetmab,anivovetmab,anivovetmab,阿尼沃维单抗,2370896-63-0,pl126
atinvicitinibum,atinvicitinib,atinvicitinib,atinvicitinib,阿汀昔替尼,2169273-59-8,pl126
avutometinibum,avutometinib,avutométinib,avutometinib,艾沃美替尼,2271428-31-8,pl126
bafrekalantum,bafrekalant,bafrékalant,bafrekalant,巴瑞卡兰,2256770-44-0,pl126
balcinrenonum,balcinrenone,balcinrénone,balcinrenona,巴昔利酮,1850385-64-6,pl126
benzgalantaminum,benzgalantamine,benzgalantamine,benzgalantamina,苯加兰他敏,224169-27-1,pl126
bersiporocinum,bersiporocin,bersiporocine,bersiporocina,博西泊辛,2241808-52-4,pl126
betifisolimabum,betifisolimab,bétifisolimab,betifisolimab,贝替索利单抗,2460539-60-8,pl126
bexirestrantum,bexirestrant,béxirestrant,bexirestrant,贝西瑞司群,2505067-70-7,pl126
bexotegrastum,bexotegrast,béxotégrast,bexotegrast,贝索司特,2376257-44-0,pl126
bezuclastinibum,bezuclastinib,bézuclastinib,bezuclastinib,贝佐克替尼,1616385-51-3,pl126
bliretriginum,bliretrigine,blirétrigine,bliretrigina,布利曲近,1233229-75-8,pl126
bocidelparum,bocidelpar,bocidelpar,bocidelpar,博西德帕,2417551-39-2,pl126
briquilimabum,briquilimab,briquilimab,briquilimab,贝瑞曲利单抗,2574591-89-0,pl126
burfiralimabum,burfiralimab,burfiralimab,burfiralimab,布雷利单抗,2460809-80-5,pl126
cabamiquinum,cabamiquine,cabamiquine,cabamiquina,卡巴米喹,,pl126
camoteskimabum,camoteskimab,camoteskimab,camoteskimab,卡莫斯奇单抗,2492472-82-7,pl126
cemdomespibum,cemdomespib,cemdomespib,cemdomespib,赛多司匹,1450642-92-8,pl126
cifurtilimabum,cifurtilimab,cifurtilimab,cifurtilimab,希呋替利单抗,1629760-27-5,pl126
cipepofolum,cipepofol,cipépofol,cipepofol,环泊酚,1637741-58-2,pl126
cirevetmabum,cirevetmab,cirévetmab,cirevetmab,希芮维单抗,2473240-98-9,pl126
claficapavirum,claficapavir,claficapavir,claficapavir,克拉卡帕韦,2055732-24-4,pl126
clesrovimabum,clesrovimab,clesrovimab,clesrovimab,克莱罗韦单抗,2429913-18-6,pl126
crefmirlimabum,crefmirlimab,crefmirlimab,crefmirlimab,可瑞米利单抗,2611099-93-3,pl126
cudetaxestatum,cudetaxestat,cudétaxestat,cudetaxestat,库泰司他,1782070-21-6,pl126
deucrictibantum,deucrictibant,deucrictibant,deucrictibant,氘克替班特,2340111-58-0,pl126
deutenzalutamidum,deutenzalutamide,deutenzalutamide,deutenzalutamida,氘恩扎鲁胺,1443331-82-5,pl126
dexfadrostatum,dexfadrostat,dexfadrostat,dexfadrostat,右伐卓司他,102676-87-9,pl126
eciruciclibum,eciruciclib,éciruciclib,eciruciclib,艾罗西利,1868086-40-1,pl126
ecnoglutidum,ecnoglutide,ecnoglutide,ecnoglutida,埃诺格鲁肽,2459531-73-6,pl126
efocipegtrutidum,efocipegtrutide,éfocipégtrutide,efocipegtrutida,依福培肽,2513399-19-2,pl126
elapomestrocelum,elapomestrocel,élapomestrocel,elapomestrocel,依莱迈托赛,,pl126
elarekibepum,elarekibep,élarékibep,elarekibep,依瑞奇贝普,2485020-60-6,pl126
elcubragistatum,elcubragistat,elcubragistat,elcubragistat,艾克吉司他,1446817-84-0,pl126
elzovantinibum,elzovantinib,elzovantinib,elzovantinib,艾唑凡替尼,2271119-26-5,pl126
